clean_text,Sentiment,label
Sasa unasema nimaliswe alafu bado unadai job Si upick struggle moja aisee,Positive,1
grinningsquintingfacegrinningsquintingfacegrinningsquintingface Our partners will never have to struggle to buy us shoes,Positive,1
Saba Saba  He struggle for progressive alternative political leadership in Kenya,Positive,1
You know life is worth the struggle when you look back on what you lost and realize what you have now is way better than before,Positive,1
The struggle continues grinningfacewithsweatgrinningfacewithsweat,Positive,1
I am supposed to be working but Issa struggle,Positive,1
The hack is  have your own set standards and never lower the bar no matter whatone who meets it will come and fit bila struggle Do this while still friends before it escalates and you even forgwt your worth,Positive,1
I sometimes struggle to believe that God really loves me can be tempted to feel sense of failure and selfcondemnation It is relatively easy to believe that God loves everybody else but it is much harder to believe that God loves me,Positive,1
This is my struggle too even in marriage Ive come to not expect good things so when they come dont quite know how to accept them And Im married to the best most amazing dude but need to change my mindset and accept good things,Positive,1
Why Black Families Struggle to Build Wealth It’s harder for African Americans to climb the economic ladder and to sustain their progress,Positive,1
A man in Nakuru is in pain after discovering the private school his 3 kids learns belongs to his wifeits more painful that he used to struggle to pay the required fees to an extent of denying himself good life,Negative,0
Ni kurecord ndani ya kabatiwomangesturingOKmediumdarkskintonewomangesturingOKmediumdarkskintonewomangesturingOKmediumdarkskintone Issa struggle working from home challenges nieleweni,Positive,1
Ready to depict real life struggles of ppl in violent and abusive relationshipsmarriages video out now on YouTube,Positive,1
Ready to depict real life struggles of ppl in violent and abusive relationshipsmarriages video out now on YouTube,Positive,1
Presence of struggle is not absence of glory And glory does not exempt you from struggle,Positive,1
So Ive been wondering At what point does something become an addiction Ive been reading on and off book about certain womans struggle with porn and sex addiction But dont get it What is addiction,Positive,1
This has been here since March yet we still struggle with the “what do we do next” question The last thing anyone should have to deal with under this stress All the best to you and your family Carol,Positive,1
No one deserves to struggle alone Seeking help is also not sign of weakness If you need any psychological help then is the place,Negative,0
Because its struggle have whenever am making mashed potatoes,Positive,1
Before slipping into struggling with mental health issues how do we protect ourselves Cos whether we struggle with MH or not we still have to learn these things,Positive,1
It shouldnt be that way Its unhealthy to let go of the love we deserve for one thats all struggle and heartaches,Positive,1
struggle with even litre day cryingface,Negative,0
And the guy who cooked it made it so well that we could test the true Mashakura on tray After kula ilikuwa struggle to drive coz tumbo was too full facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,Positive,1
struggle sleeping never use an alarm but know need to browse toss and turn and think about why need to wake up before rolling out of bed right around 1011 because Im hungry,Positive,1
You meanwe go infect our parentsif it had been b4 you travelits mandatory testingwould have been betterbut now its risky to travel when the virus has spiralled in the citydo you know if you havebetter struggle from here,Positive,1
Its sad when young professionals in the agribusiness sector struggle to seek formal Jobs when its up to them to create one As an Agricultural graduate what are you focusing on,Negative,0
A good forum for parents and caregivers to share the challenges and struggles they are faced with during this covid 19 pandemic great work,Positive,1
This is Unitedone loss leads to lackluster performance from there Im hopeful we can beat West Ham amp Leicester but well struggle there,Positive,1
If they only knew the struggle for sales people  Mugumoini Nairobi,Positive,1
Todays issue in particular It offers an idea for all of us who are struggling this days  be it struggle of fear depression loss of income and all the other things that have raised our Stress level Solution  be kind redheart,Negative,0
The struggle youre in today is developing the strength you need for tomorrow Dont give up,Positive,1
This is legit struggle facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,Positive,1
Unaitwa Jinga Ghasia na mtu anaishi kwa mzazi hajui struggles za kulipa Bills hii Nairobi lmao Can never be me,Positive,1
Will be penalized for lacking money to renew my practicing license amid struggles to survive this pandemic and being jobless Any other medics suffering like me raise their hands and seek waiver from this unforgiving unions,Positive,1
The struggles we endure today will be the good old days we laugh about tomorrow,Positive,1
Watching arsenal defend one goal lead is just hard work by it self The struggle is real,Positive,1
Tunashinda FA halafu tupatane na United pale Europa League bila struggle ya kuqualify Hahaa,Positive,1
“Don’t get lost in sea of despair Be hopeful be optimistic Our struggle isn’t the struggle of day week month or year it’s the struggle of lifetime Never ever be afraid to make some noise amp get in good trouble necessary trouble”,Positive,1
Well said and noted great achievement in life within civil rights struggle,Positive,1
I think just enjoy the process of becoming the struggle the pressure and coming out ontop,Positive,1
I wish used the energy had yesterday to do some extra work past work hours Today is struggle ,Positive,1
Thanks for your concern Bro we may all struggle to set up and build to such levels but have something going ideas power resources and people jump in to help with scaling and growth,Positive,1
Do ever think of development or just power struggles,Positive,1
Moto ajabu nilikua na struggle kurember jina ya riddim,Positive,1
Lol at working out at home Ill struggle when get to the gym again womanliftingweightsmediumskintone,Positive,1
The struggle continues rollingonthefloorlaughing,Positive,1
The struggle with the morning voice before studio facewithrollingeyes Good day yall redheart,Positive,1
Those young patriots are ready to protest everyday if they get good mentors and cause to champion Every struggle starts small find them work with them and the masses will follow in due time,Positive,1
Addiction sucks Ive seen someone struggle with alcoholism,Positive,1
Thats your biggest struggle eyes How much do you practice,Positive,1
grinningsquintingfacegrinningsquintingface still struggle with balance when it comes to riding bicycle So use public transport  walking where can,Positive,1
Mimi Ive had braids in for months ju naavoid both the salon visit and the DIMyself But vile zinakaa struggle sahi itabidi tu loudlycryingfaceloudlycryingfaceloudlycryingface,Negative,0
Mnakunja miguu kwa pics ndio hips zionekane Hahaha wat struggle,Positive,1
this is one genre of comedy ill forever struggle with,Positive,1
Zuku you are very fast to disconnect but returning its struggle see DM,Positive,1
Huyo unafaa kumbebea mimba bro facewithtearsofjoy she dont deserve that pregnancy struggle,Positive,1
Sisyou struggle alot taking your selfiesno one needs to see you get your shit together smirkingfacefacewithtearsofjoy,Positive,1
Those of us who manage jobs constantly struggle with the issue of low expectations in the workplaceNot forgetting allienation in the work place with minimal information flowToo many microaggressions everywhere,Positive,1
If you read anything of importance today let it be this Then once you’ve read it please retweet this came across it because someone else shared it amp I’m glad they did wish I’d understood this at the peak of my struggles I’d have been kinder to myself revolvinghearts,Positive,1
dont know why its easier for some people to mock someone because they aint in their shoes knowing very well nobody chooses to struggle,Positive,1
I know the real struggle Kenyans are the best thumbsupthumbsup,Positive,1
would rather she sues but if it were me I’d live out loudly coz suing is exhausting and don’t like to struggle,Positive,1
Hii inasound kama struggle for independence,Positive,1
The struggle is worth it dont give up 2016,Positive,1
Please pick your struggles wisely facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,Positive,1
winners focus on winning losers focus on winners whoever you are pick your struggle and remain focused smilingfacewithhearteyes,Positive,1
Very funny facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy the struggle to fit in and be accepted rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing God is the one who ordained things in heaven foldedhandsfoldedhands We give thanks always for the Grace,Positive,1
Tukipata pesa mapema wanatuua tukiishia maisha ya Ku struggle wanajipanga wanatutoka,Positive,1
Yall made my day That HOL workout had me sleepy all afternoon tiredface struggle,Negative,0
Happy birthday Comrade Strong man You struggles have inspired me millions others across Africa Keep speaking truth to power For when we lose our fear s they lose their power s Bless up senior,Negative,0
 GREAT music Making me feel good and momentarily forget my struggles,Positive,1
It is struggle Senior filed Certificate of Urgency on Sunday and unfortunately I’m still waiting for feedback from the system,Positive,1
Sometimes we get overwhelmed by what life has to offer Waking up in the morning can be real struggle for some peopleMany dont win this battle and suffer alone for long time Ive been there and can say it is not easy to go through some stressful moments,Negative,0
He is and he has nice story of his struggle to be there he us today,Positive,1
First imagine the struggle to understand an idea OR you trying to explain it to someone unsuccessfullythinkingface Innovative technology is fastrolling out viable solutions that make it easy for you to enjoy successful event planning processraisinghands Enjoy the and link in bio,Positive,1
Though struggle to keep up with the content,Positive,1
Feel how hard it is covid does worse than thatwhen your oxygen levels keep getting to below 90cos you will struggle to breath ,Positive,1
have done them for afew months but still struggle kiasi wearyfacewearyfacewearyfacewearyface,Positive,1
The struggle of putting on jeans sleepyfaceit’s realfacewithtearsofjoyfacewithtearsofjoyskull,Positive,1
Issa struggle rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,Positive,1
Covid19 is real and unfortunately the denial of its existence is by different types of challenges where poverty is the key factor and the struggles people are undergoing It would be very important to keep the society INFORMED and PRAY for GOD is in control and FAITHFULfoldedhands,Positive,1
“Be thankful for the struggles you go through They make you stronger and wiser Don’t let them break you“ كن شاكرا للصراعات التي تمر بها يجعلونك أقوى وأكثر حكمة لا تدعهم يكسرونك ,Positive,1
The word ‘pivot’ is overused during the pandemic but what else could describe what’s happening with Uber Last mile ondemand delivery services is the focus as the taxi hailing business struggles when everyone is working from home and not commuting gt,Positive,1
Public university students knew this struggle of lost time Lost semester in campus coz of lecturers strike Some lost whole year in the 90s,Positive,1
If you’re struggling and your people are just sitting there watching you struggle they’re not your people,Positive,1
You are confusing “what is” and “what ought to be” I’ve absolutely no shame about supporting the survival strategies and the daily struggles for an honest and decent livelihoods of millions of Kenyans who make living out of mitumba,Positive,1
Imagine thinking that struggle is better option facewithrollingeyesfacewithrollingeyes,Positive,1
Whoa 2nd half of the yearthinkingface One thing the last six months have taught us is that an appetite for success is fed by keeping your hunger through your struggles What are your learnings so far Have great week…,Positive,1
I am really conflicted Going home is good wont have to struggle mambo na rent But the risk bring to my grandmother my daughter whom havent seen in months thanks to lock down my parents is high as well Dilemma,Positive,1
LRT mbona mnapenda struggle olympics hivi That you are the only one who knows suffering etc etc facewithtearsofjoywomanfacepalmingmediumdarkskintone,Positive,1
This Monday the 6th of July at 7pm join Milliah Kisienya as she dives in the struggles and challenges faced by private school teachers on Ebru TV,Positive,1
We would like to take this opportunity to commemorate and celebrate all the Zambian Freedom Fighters who put their lives on the frontline for better Zambia in the struggle for independence Zambiachains Enjoy this historic day and and,Positive,1
Sometimes God will allow your struggles troubles afflictions amp Pain to be publicly displayed so that there shall never be doubt as to His ability to deliver Have faith in God,Negative,0
 This Monday the 6th of July at 7pm join Milliah Kisienya as she dives in the struggles and challenges faced by private school teachers,Positive,1
Ngl hearing that engine struggle just now brought me joy,Positive,1
Who you are is defined by what you’re willing to struggle for turns out that merely feeling good about yourself doesn’t really mean anything unless you have good reason to feel good about yourself It turns out…,Positive,1
Aden in my Primary school papers Adhan in my High School amp Uni docs Adan by the misguided onessmilingfacewithsmilingeyes Adam from Born again Christians These are my daily struggleI have adopted my grandad’s nameHujale as my second name to avoid the hustle,Positive,1
Majority stay thru the struggle but instead of making her his dream girl he leaves her for his dream girls Dont judge babe for not wanting broke guy chances are she built guy and he left Men settle for anything when they have nothing very few are like Njugush,Positive,1
This is how we know struggles of self confidence and esteem Call me whatever you want but when you know the truth it sets you free,Positive,1
Do bit of local travel with maybe one person If struggle to pick will do it alone,Negative,0
Where there is no struggle there is absolutely no progress,Positive,1
Grace asante sana for this The struggles for audibility and visibility guess are everywhere though not as acute as in SA perhaps Even up here where race is not at play such nonsense plays out sometimes with devastating consequences on those who insist to be themselves,Positive,1
struggle with this and my laughter is not the best facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,Positive,1
Walai next season wata struggle,Positive,1
I really struggle with getting out of bed pensiveface henwei Good Morning People The weekend is here,Positive,1
My sixteenth arrest The struggle continues,Positive,1
We never had good outing at Brighton 2 weeks ago because of many injuries in that game hope you remember that but nonetheless we always seem to do better against smaller sides you struggle with Our curse is mainly on Top 6 sides,Positive,1
A lot of what is most beautiful about the world arises from struggle Good morning Keep it Thirsty TBT Thursday,Positive,1
now its completely gone This month has been struggle with your net Its really frustrating,Positive,1
Similar to her struggle and gradual arithmetic progression Rose’s professional career started out with plenty of sacrifices and voluntary work,Positive,1
During his brief stay he intuitively grasped the struggle Rose was undergoing and took it upon himself to assist her In addition to helping with the regular homework Rose’s uncle began tutoring her for hours and made sure that by the time he was leaving she had improved,Positive,1
keep saying woman submits naturally when the man is leading as he should woman will not even have to struggle with submission Anyways hata sina bwana,Positive,1
If you never have struggles and challenges youll never develop your character,Positive,1
MTN may struggle just as Airtel But if you look at Uganda and Nigeria Shoprite has done mix of both ends Placing their shops at both ends,Positive,1
It’s painful to watch DJ Evolve struggle to speak Babu Owino left him for dead and he walked Ni uchungu sana,Negative,0
no matter you rag color deep down we all brothers and regardless of the time somebody up there still love us Im gonna scuffle and struggle until Im breathless and weak just strived my whole life to make it to the mountain peak,Positive,1
There comes time in every mans life when one struggles and you ask yourself where do draw the line to make an honest living Lest we forget our children pick up our actions And the story goes on Be strong but don’t be afraid to say to them that love them,Positive,1
Picture day your Electricity tokens will sync with your phone apps so you dont struggle with querying balances,Positive,1
True Africa is revolutionizing now Many things are changing Unlike here in Kenya where the opposition has to use the blood of Kenyans to struggle for power,Positive,1
Na struggle kuona hio ukweli but sipati Maybe nivae miwani ju si tuko on mbaya,Positive,1
We didn’t have to struggle for this win Shameful,Positive,1
Breaking down 10 men is always hard but my team shouldnt struggle Tis unacceptable,Positive,1
For God and My country Political Freedom Economic emancipation is what my struggle is about,Positive,1
Art of generalising Solved nothing in history doubt its about to start If the troubled alienate an entire group due to wrong what right do they wish to get blaming them all stance youre taking in struggle of self awareness solutions lacking therefore we all care less,Positive,1
The endangered species The struggle for husband is real facewithtearsofjoyloudlycryingface,Negative,0
YOU DO IT FOR YOU   “Strength and growth come only through continuous effort and struggle  Napoleon Hill   …,Positive,1
grinningsquintingfacegrinningsquintingfacegrinningsquintingfacegrinningsquintingface were saying NO to struggle love We arent subscribed at all smilingfacewithsunglasses,Positive,1
30th June 2020 3pm TOPIC CreativityInnovation amp Entrepreneurship Creativity doesnt give you room for competition it gives you distinction and identity No one will struggle to identify songs from creative artist and creative producer Vicmass Luodollar ,Positive,1
In relationship advocate for myself choose whoever feel meets me halfway in all areas emotionally financially socially and intellectually dont romanticise struggle love If were not at par were not dating Its simple How do you choose love interest,Positive,1
Hes trying to romanticise struggle love Gone are those days,Positive,1
Fog light ya right na corner light ya left all Githunguri peeps will struggle like mefacewithtearsofjoy,Positive,1
You have to stop doubting your potential because of the struggles you feel now Just focus on one day at time and have faith that your breakthrough is almost here,Positive,1
told you When you guys struggle we end up struggling too But you won yesterday and here we are now,Positive,1
Can just take moment to applaud for having the courage to step forward and speak on his past addictions and struggles via Its rare to hear these things in such raw manner It doesnt get more real Thank you for this,Positive,1
Lakini pole take heart in your struggle certainly not alone we share in your tribulations,Negative,0
Gaiii look at you keeping account of my struggles facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy wee settle down want help on another matter,Positive,1
Lets talk Education Considering the the statement by Education cabinet Secretary George Magoha that every classroom should have 1520 pupils as schools struggles to reopen as one of the containment measures to fight covid19  Whats your views,Positive,1
rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingboychild struggles,Positive,1
Today Im super sleepy And thought would struggle to sleep coz took 2 hour afternoon nap Guess have found my sleep secret,Positive,1
Without the Right political party PK would struggle to be MCA in Gatanga facewithtearsofjoy,Positive,1
Practical Many of the children in schools we work with will really struggle,Positive,1
It was HELL to cram kANU KADU tena KDP My heart cries out to kids doing social studies in 2030 Maybe mine will have joined the struggle loudlycryingfacerollingonthefloorlaughingTheir father better be paying attention to whats going on,Negative,0
What l’ve learnt about crooks is that they’re fearless and have no sense of shame If you bring your politeness to the struggle when you’re dealing with crooks you will lose For those speaking of revolution and changethat’s great now practice being shameless and COURAGEOUS raisedfistmediumdarkskintone,Negative,0
NO MATTER THE STRUGGLE WE WILL GET THERE NEVER GIVE UP,Positive,1
We would not be able to fulfill our mandate without the help of grassroots activists and social justice centers  thank you for your inspiring words The struggle continues Viva comrades raisedfistmediumskintoneraisedfistmediumdarkskintoneraisedfistdarkskintone,Positive,1
Mehn This struggle is something else  Annoying annoying facewithsteamfromnose,Positive,1
30th June 2020 3pm TOPIC CreativityInnovation amp Entrepreneurship Creativity doesnt give you room for competition it gives you distinction and identity No one will struggle to identify songs from creative artist and creative producer Vicmass Luodollar ,Positive,1
Allah has purpose for your pain reason for your struggle and reward for your faithfulness Trust and DO NOT GIVE UP,Negative,0
So always felt that had to choose something “marketable” to study otherwise I’d struggle in life got the degree yes but I’m so grateful still delved into everything had an interest in It’s honestly the reason I’ve been able to stay afloat during these times,Positive,1
To me Ken Wachira is hero He is role model He is proven he is ready to struggle for his two children Hope all these is being recorded for future reference,Positive,1
Same here Hope nitaget Ile imekuwa converted to bus already though saw the new FRR struggle uphill,Positive,1
Hey this is an honest concern really struggle getting the right apartment to live in One of the main reasons is lack of proper regulations There is company that has been able to change the norm their website is,Positive,1
have just realised when we loose man also struggles So lets wait for your next match rollingonthefloorlaughing,Positive,1
Some activists are in for Donors money others agitate because their tribesman isnt in power other want to raise their stoke in the mkt so that they are bought by the ruling elite few are genuine in the reform struggleMUHURI amp are HONEST and GENUINE warriors,Positive,1
they took the one thing that we pride most leaving us to struggle as squatters,Positive,1
By With the plight of Africans world wide being such struggle African women have it worse because we have to deal with labels It’s time to take our power back,Positive,1
Sisemi Lakini nimeona thread Sikubali na everyone there But no sawa Its just an opinion Everyone has one like an Wacha the struggle continues,Positive,1
Currently wading through this struggle May get to celebrate this achievement soon raisinghandsmediumskintone Congratulations and may business from everywhere keep streaming in hundredpointshundredpoints,Positive,1
The struggle continues upwards and forward chasing original jubilee dream,Positive,1
We can never be good enough however hard we try The wonder of the cross is that everything can be totally forgiven Whatever struggles we are facing today let’s bring them afresh to the cross of Christ,Positive,1
Struggle stretches the artist mightly love the work,Positive,1
I thought could just leave this here and remind ese that alluta continua—the struggle must continue—nobody is coming from outside to help us we got ourselves to liberate from the Juba regime of President kiir and Dr Machar All the principles to the agreement,Positive,1
I think Fans and Fans are the same  Same WhatsApp Group rollingonthefloorlaughingrollingonthefloorlaughing Anyway don’t know much about football But on  am Team and Winning is Normal not Struggle,Positive,1
When decides you have to pick struggle and being broke is not one of the them,Positive,1
You kwanza endelea tu kunicheka see how much joy you derive from my struggles loudlycryingfaceloudlycryingfaceloudlycryingfaceloudlycryingface,Negative,0
I never understood why people struggle to let go of artists who have been accused of physicalsexual abuse There is so much good stuff out there from actually good people that you just look goofy defending them,Positive,1
First we have have to learn that hierarchy teaches us to compete and struggle instills in us nature if survival the weak will have to put in work since to live is singular no rival,Positive,1
Lest we forget for many the struggle still goes on,Positive,1
J Cole amechoma We are past people who do not understand someone else’s struggle and demanding to moderate their voices It’s like white people saying “the black protests shouldn’t be on the street y’all should just inform and educate us instead” Dimming the light,Positive,1
It is hard to beat person who never gives up” ― Babe Ruth  At first we may struggle and fail but we never stop trying We just keep going flexedbiceps,Positive,1
Stay strong be positive We all struggle sometimes,Positive,1
go into Nike town today women section even the mannequins will be big small skinny tall yet men have the standard which all should be at which not all are at and it’s unfair on men think there’s lot of shit men struggle with as well that aren’t talked aboutmanshruggingmediumdarkskintone,Positive,1
and thats why our forefathers sought to prioritize Education amongst Key issues during Kenyas Freedom Struggle ,Positive,1
Character can be acquired Uno the environment has way of shaping us But still true struggle builds character HARD,Positive,1
I believe in Cole but he lied to us when he said there was beauty in the struggle,Positive,1
Struggle love for pick me men and women My mum once told me mapenzi ni pesa,Positive,1
Tumezoea story kama za Juliani Khaligraph Nonini Jua Cali etc who came from strugglefrom the hood Alafu there is Prezzo Who came from Braeburn and personal chef Eiiish facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy Plot twist,Positive,1
Ishi na galdem hupigiwa masimu mingi za job late nightHautawahi struggle kuwa curious,Positive,1
Getting an education for Girls in Developing Countries is already strugglesleepyfacesleepyfaceThis is where extreme poverty economic vulnerability and crisis where gender disparities in education are highestImagine how it will be when 19 is overthinkingfacethinkingface,Positive,1
am not those are real struggles,Positive,1
Struggle za boy child Kama hukalala njaa ukose fare ukose pesa ufungiwe nyumba Bado huezi nishow kitu,Positive,1
Prof Makau in GIANT have great respect for his scholarship and have read many of his writingshe writes very well and deepBut when it comes to judicial reforms and the struggle for better judiciary prof Makau should ALWAYS be taking notes when speak on that subject,Positive,1
In few hours nita struggle kuamka inabidi nime ngada,Positive,1
Unfortunately the struggle on menstrual health still continues among many young girls,Positive,1
Same struggle womanfacepalmingmediumskintone,Positive,1
Page 28 of standard newspaper talking about Tuskys struggles,Positive,1
1st photo is the Burundi President elect HE Maj Gen Evariste Ndayishimiye with wife while fighting for liberation struggle in the Bush 2nd photo president elect amp wife now officially the first family signing the condolence book at the Presidential palace mourning Nkurunzinza,Positive,1
I know but am sure they know nothing about the struggle in my life,Positive,1
After 55 years of struggle Luos are done with project kenya Let other able tribe to pick it up,Positive,1
He is actively speaking to Kenyans on the tangent he believes is best for Kenya The struggle was not fixed to be on autopilot If you sincerely believe he is the leader of the mission his voice on INCLUSIVITYamp the way forward for Kenya must have docked at your sitting room,Positive,1
He is actively speaking to Kenyans on the tangent he believes is best for Kenya The struggle was not fixed to be on autopilot If you sincerely believe he is the leader of the mission his voice on INCLUSIVITYamp the way forward for Kenya must have docked at your sitting room,Positive,1
The stolen victories are part of the struggle Uhuru will finish his term in 2022 and Kenya must move on Play your part Raila has and continues to his,Positive,1
The stolen victories are part of the struggle Uhuru will finish his term in 2022 and Kenya must move on Play your part Raila has and continues to his,Positive,1
Sometimes we have to hit the ground before we can run again What can say is if you believe live by faith Kenya will recover Some nations will struggle,Positive,1
Kukunja Shirts ni struggle buana Heri niweke tu kwa hanger,Positive,1
Raila’s alleged struggle of rule of law and good governance was not honest and is now exposed by time No wonder he is allocated more budget then Ruto and Uhuru combined  The old man is overseeing corruptions nowadays ,Positive,1
Zoom meetings are just struggle,Positive,1
Yesterday was yet another fun session with Jessica Masengale She’s had Scleroderma for 13 years mad she ain’t stopping at nothing Watch us here as we share nailcutting struggles facewithtearsofjoyfacewithtearsofjoy,Negative,0
I really struggle with songs for like 3 months then they grow on you ghafla bin hu I know why,Positive,1
Tinga alibeat Amekuwa face of the struggle ikabidi amefika Canaan solo Siwezi blame Tinga Wacha atulie Promised Land solo,Positive,1
TRUTH crossedfingersmediumdarkskintone STILL STRUGGLE WITH SELF HARM AND LATELY ITS BEEN IMPULSIVE whats your Truth,Positive,1
Thank you for having and on your show this morning The struggle to continues,Positive,1
Glasses Twitter nerdface the struggle to wear mask and your glasses is real Get an antifog wipe from your favorite outlets got mine from City Optics Yaya Centre You’re welcome winkingface,Positive,1
Yes rasta tufunze ghetto manifestoharufu ya tension kunukia jasho venye na struggle sabuni ya bar soapnguo za donorsbado uta nionagari za first classmaliza njaa firstpunguza ulcersmwili na plasters,Positive,1
How is she embarrassing you while you now very well that you struggle with Swahili yourself Respect yourself Dan,Positive,1
Kasphat main road upto 7th Avenue needs rehabilitation Kindly have drive one day and experience our struggles,Positive,1
You should have congratulated me then either in 1999 or 2008 This one youve given is too dated to be accepted the two fête can only go long way to INSPIRE others do know you are not in sync with the weight and struggles of my background and why these two were important,Positive,1
Stop trying to skip the struggle Its part of life,Positive,1
Word blackheart For boredom struggles comes with opportunities,Positive,1
Our drive to achieve manage and make can be rooted in fear of what unexpected thing is coming next And when we are driven to achieve manage and make because we are actually fearful we struggle to turn off take break or just rest,Negative,0
With all the complexities we carry around in our lives one of our greatest struggles is to slow down,Positive,1
This is the struggles we hide things we go through in our lives and we choose not to tell,Positive,1
rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing Manze struggles,Positive,1
The struggle is real Instead of hunting ended up helping this trapped fellow out rollingonthefloorlaughing,Positive,1
Lol me too  most of the people who talk revolution are just the children of home guards who want to cleanse their name and take away the struggle and own the narrative RE Multiparty history in Kenya,Positive,1
It’s beauty in the struggle ugliness in the success hundredpoints  Nairobi,Positive,1
Journalists have normalised struggles and mental health issues caused by reporting yet least aware of the long term impact says during the training of EA Editors on,Positive,1
Having to take my meds at 10 and constantly falling asleep between 9 and 10 is real struggle,Positive,1
Its envy that controls them trying to belittle the strides and struggles you have made knowing very well they wouldnt have come alive on the other side as you have so as to make themselves feel good about their own Underachievement,Positive,1
Money will bring you the girls you want BUT struggles will bring you the girls you need Copied How true is this statement,Positive,1
No ordinary Kenyan is worried about high end establishment admitting particular race exclusively Affluent Kenyans want to make mountain out of molehill just because they are not accepted where they are trying to fit in Useless struggles,Negative,0
I am truly interested in finding out what kind of person am My overly critical nature is impeding me from intimacy and struggle with whether hold myself up to those same standardscoupled with empathyI want to get to know and understand this womxn more Source guidesunflower,Positive,1
Serving your masters religiously No harm the God who judges and sees in secret will make all things clear for all to seewhy struggle all day telling with these Anyway Kula mshahara pole pole,Positive,1
don’t stop at all If stop struggle to continue at that pace see start time at top of the first screenshot and end time on the next screenshot,Positive,1
Whatever we end up loosing in our struggles tells more than what we end up getting at the end of time  Nairobi County,Positive,1
to their displacement to Kenyan refugee camps to their relocation in cities across the United States to their settlement in the struggling former mill town of Lewiston Maine Tracking their experiences as secondary migrants who grapple with the struggles of xenophobia 3,Positive,1
The main difference is that the black american lacks sense of belonging and struggles with inclusion while the african has home advantage Anyway instead of competing over struggles we should all be united in against the common enemy,Positive,1
Nasemanga boda tumbo haijapita tiddies niko sawa In fact sasa nikiketi inalalia lapfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy but hapo kwa tanye we can only praise Weh huwa struggle,Negative,0
Last week was struggle This week naona ni kama the system imezoea,Positive,1
Jesus I’m saddened when realize how often try to face life’s temptations and struggles on my own—as if I’m selfsufficient as if don’t need You Thank You for Your unending love and patience with me,Negative,0
This little thing saves life Mambo ya onion tears na struggle za kukata tomatoes hakuna,Positive,1
You may SEE me struggle but you will NEVER see me QUIT,Positive,1
School going girls already struggle to access nearby school and to learn the basics They also depend on schools to build vital and sometimes protective social networks,Positive,1
Waliforce iyo accent bana Sijawahi struggle kuwatch movie kama vile struggled with that one facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,Positive,1
Maybe struggle to accept the children,Positive,1
To everyone going through any struggle or pain right now keep your head up youll get through it,Negative,0
Struggles are different and special as yours so let’s respect those lanes,Positive,1
Issa struggle,Positive,1
Their is no happiness without experiencing pain and struggle 2020 has been bitch but the sun will shine tomorrow,Negative,0
Of all the guys who spend hours on end trying to achieve accurate results and set target in testing covid 19 using PCR didnt see need to award them for their corrosal sacrifice Likes of Dr Amoth cant spell the struggle to the Lord of misery,Positive,1
The POLITICAL ELITE celebrate historic daysself govtfull independencebut DELIBERATELY make todaytomorrow DIFFICULT for KENYANS In the process they celebrate these historic days not to remember the pain of the struggle but the SWEETNESS of the privilegesbenefits it GAVE them,Negative,0
The struggle is real but we shall come out of it,Positive,1
I usually feel very empathetic towards women on this TL when see them going through some tough shit even these specific ones who took time out of their lives last year to troll and be mean to me unprovoked We all have our struggles don’t jubilate when others are vulnerable,Positive,1
Hahaha it will be fun seeing you struggle,Positive,1
Thank you sir They are not after common mwanaichi So sad pensiveface Its about our struggle tu man,Negative,0
I never struggle creating these small small content for my pages when do it very early in the morning Usiku Hua nashika laptop na hakuna kitu nafanya ata hahaha,Positive,1
Everybody must pick struggle One way or the other,Positive,1
A man that struggles feels alone,Negative,0
When we finally get to the place of sharing struggle with friend often we are met with compassionate understanding response,Positive,1
Pick Struggle rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing Best Prices in Town Iphone 11 64gb 94k Iphone 11 128gb 100k Iphone 11 pro 64gb 135k Iphone 11 pro 256gb 150k Iphone 11 pro Max 64gb 145k Iphone 11 pro Max 256gb 155k Iphone XS Max 256gb…,Positive,1
There are two types of women 1 Babe whats your favorite meal nikupikie 2 Babe pitia KFC ukuje chips and kuku aki woiyee Brethren choose your struggle rollingonthefloorlaughingrollingonthefloorlaughing,Positive,1
Lets be considerate of others as we actually do not know the struggles they go through And my two senses is that you are complete woman whether youre mother or not sweetheart,Positive,1
